degree,major,cgpa,skills,job_role
B.A.,Journalism,6.61,"Adobe Photoshop, Branding, Figma, Git, Illustrator, InDesign, UI Design",Graphic Designer
M.Tech,Computer Science,8.47,"C, Python, RTOS",Embedded Systems Engineer
B.Tech,Electrical,8.17,"Circuit Design, Embedded Systems, Git, MATLAB, PCB Design",Electrical Engineer
M.Des,Design,7.74,"Adobe Photoshop, Branding, Figma, Illustrator, InDesign, UI Design",Graphic Designer
B.Sc,Mechanical,6.11,"AutoCAD, CNC, Excel, Linux, Matlab, SolidWorks",Manufacturing Engineer
B.Tech,Structural,7.63,"AutoCAD, Construction, Project Management, STAAD.Pro, Surveying",Civil Engineer
B.Des,Animation,8.54,"Adobe Photoshop, Git, InDesign, UI Design",Graphic Designer
M.Tech,Networking,7.65,"HTML, JavaScript, MongoDB, Node.js, REST APIs",Web Developer
B.Sc,Civil,6.69," Deep Learning,  JavaScript,  Machine Learning,  Node.js, Algorithms, Data Structures, Excel, Git, Linux",Software Engineer
M.Com,Marketing,7.32,"Agile, Metrics, Product Strategy, Roadmapping, Stakeholder Management, User Stories",Product Manager
MBA,Civil,8.62,"CNC, Excel, Lean Manufacturing, SolidWorks",Manufacturing Engineer
B.Tech,Civil,6.61,"CAD, Matlab, Mechanics, SolidWorks",Mechanical Engineer
B.Tech,Finance,6.58,"ERP, Lean, Operations Management, Process Improvement, Six Sigma, Supply Chain",Operations Manager
MBA,Business Administration,7.63,"ERP, Lean, Operations Management, Process Improvement, Supply Chain",Operations Manager
B.Com,Marketing,8.29,"Content Marketing, Google Analytics, PPC, SEM, SEO, Social Media",Digital Marketing Specialist
Diploma,Structural,7.98,"Circuit Design, Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.Sc,Computer Science,7.6,"CSS, HTML, JavaScript, Node.js, React",Web Developer
B.Sc,Electronics,6.91,"Linux, Routing, Switching, TCP/IP",Network Administrator
B.Tech,AI & ML,6.66,"AWS, Azure, CI/CD, Docker, Kubernetes",Cloud Engineer
LLM,Law,9.48,"Contract Law, Drafting, Legal Research, Negotiation",Legal Advisor
Pharmacy,Pharmacy,8.08,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology, Regulatory Compliance",Pharmacist
B.Sc,Electronics,8.46,"AutoCAD, CNC, Excel",Manufacturing Engineer
B.Sc,Electronics,6.22,"AutoCAD, CNC, Communication, Matlab",Manufacturing Engineer
B.Tech,Electrical,7.75,"ANSYS, CAD, MATLAB, Manufacturing, SolidWorks, Thermodynamics",Mechanical Engineer
B.Sc,Computer Science,7.76," CSS,  Deep Learning, Algorithms, C++, HTML, Java, Linux, Python",Software Engineer
B.Tech,Mechanical,7.36,"Embedded Systems, PCB Design, Power Systems, SQL",Electrical Engineer
M.Com,Marketing,6.78,"ERP, Lean, Process Improvement, Six Sigma, Supply Chain",Operations Manager
B.Tech,AI & ML,7.7," Requirements Gathering,  UML, Communication, Data Visualization, Excel, Power BI, Python, Statistics, Tableau",Data Analyst
B.E.,Networking,5.64,"Firewall, Penetration Testing, Python",Cybersecurity Analyst
B.E.,Structural,6.95,"Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.Tech,Mechanical,7.37,"Circuit Design, Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
MBA,Business,8.33,"Accounting, Communication, Excel, Finance",Investment Banker
MBA,Mechanical,7.22,"Accounting, Communication, Excel, Finance",Investment Banker
B.Com,Journalism,7.43,"Content Marketing, PPC, SEO",Digital Marketing Specialist
B.Tech,AI & ML,7.04," Stakeholder Management,  UML, Excel, Statistics, Tableau",Data Analyst
M.Com,Business Administration,7.46,"Campaign Management, Communication, Market Research, SEO, Social Media",Marketing Executive
B.E.,Electrical,7.31,"Circuit Design, Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
M.Sc,Statistics,7.49,"Data Analysis, Experiment Design, LaTeX, Python, Statistics",Research Scientist
M.Sc,Business,8.45,"Materials, Matlab, SolidWorks, Thermodynamics",Mechanical Engineer
B.Sc,Animation,7.66,"C++, Game Design, Unreal Engine",Game Developer
B.Sc,Mathematics,8.08,"MySQL, PostgreSQL, SQL, Teamwork",Database Administrator
B.Com,Finance,8.34,"Employee Engagement, HR Policies, Performance Management, Recruitment",Hr Manager
M.Tech,Civil,8.41,"ANSYS, CAD, MATLAB, Manufacturing, SolidWorks, Thermodynamics",Mechanical Engineer
B.Sc,Mathematics,8.31," Requirements Gathering,  Stakeholder Management, Data Visualization, Python, Tableau",Data Analyst
M.Tech,Data Science,7.7," SQL, Git, Java, Machine Learning, Model Deployment, PyTorch, TensorFlow",AI Engineer
B.Tech,Statistics,6.82," C++,  Python, PyTorch, Python, TensorFlow",AI Engineer
M.Com,Business Administration,7.83,"Employee Engagement, HR Policies, Labor Laws, Performance Management, Recruitment",Hr Manager
M.Com,Business Administration,6.67,"Employee Engagement, Performance Management, Recruitment",Hr Manager
M.Sc,Business,8.09,"Accounting, Communication, Excel, Financial Modeling, Python",Financial Analyst
B.Sc,Statistics,7.63,"Data Analysis, Experiment Design, LaTeX, Python, Research Methods, Statistics",Research Scientist
LLM,Law,7.77,"Compliance, Contract Law, Drafting, Legal Research, Linux, Negotiation",Legal Advisor
MBA,Finance,7.05,"Campaign Management, Communication, Market Research, SEO, Social Media",Marketing Executive
M.Sc,Data Science,7.77,"GCP, Kubernetes, Linux",Cloud Engineer
B.Tech,Mechanical,7,"CAD, MATLAB, Manufacturing, Thermodynamics",Mechanical Engineer
B.Tech,Computer Science,9.49,"Backup & Recovery, NoSQL, Performance Tuning, PostgreSQL, SQL",Database Administrator
B.E.,Structural,6.49,"ANSYS, CAD, Manufacturing, SolidWorks, Teamwork, Thermodynamics",Mechanical Engineer
B.Tech,Production,6.73,"ANSYS, CAD, Excel, MATLAB, Manufacturing, SolidWorks, Thermodynamics",Mechanical Engineer
M.Com,Marketing,6.64,"Agile, Metrics, Product Strategy, User Stories",Product Manager
Diploma,Design,7.95,"Figma, Problem Solving, Prototyping, Usability Testing, User Research, Wireframing",Ux/Ui Designer
B.A.,Marketing,6.54,"Content Marketing, Google Analytics, PPC, SEM, SEO, Social Media",Digital Marketing Specialist
B.Des,Journalism,8.74,"Figma, Usability Testing, Wireframing",Ux/Ui Designer
Diploma,Computer Science,6.2,"Firewall, Incident Response, SIEM",Cybersecurity Analyst
M.Pharm,Pharmacy,6.28,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology, Regulatory Compliance",Pharmacist
M.Sc,Business,8.68,"Accounting, Communication, Excel, Finance, M&A",Investment Banker
B.Tech,Civil,6.61,"ANSYS, CAD, Excel, Manufacturing, Thermodynamics",Mechanical Engineer
B.Sc,Pharmacy,6.93,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology, Regulatory Compliance",Pharmacist
M.Sc,Electronics,6.63,"CAD, Matlab, SolidWorks, Thermodynamics",Mechanical Engineer
B.Sc,Information Technology,7.67,"Firewall, Incident Response, Network Security, Penetration Testing, Python, Teamwork",Cybersecurity Analyst
B.Com,Operations,7.14,"Docker, ERP, Lean, Operations Management, Six Sigma, Supply Chain",Operations Manager
MBA,Computer Science,8.09,"C++, CAD, Matlab, SolidWorks, Thermodynamics",Mechanical Engineer
Diploma,Mechanical,7.44,"Embedded Systems, MATLAB, Power Systems",Electrical Engineer
B.Tech,Electronics,6.62,"AutoCAD, Excel, Lean Manufacturing, Matlab, SolidWorks",Manufacturing Engineer
B.Tech,Finance,8.47,"Accounting, Bloomberg, Financial Modeling, SQL, Valuation",Financial Analyst
B.Sc,Networking,7.98,"Cisco, Linux, Routing, Switching",Network Administrator
M.Tech,Finance,8.41,"C, Electronics, Python, RTOS, Verilog",Embedded Systems Engineer
B.Tech,AI & ML,6.88," C++,  Data Structures, Deep Learning, Model Deployment, NLP, PyTorch",AI Engineer
MBA,Finance,8.41,"ERP, Excel, Lean, Six Sigma, Supply Chain",Operations Manager
B.Sc,Civil,6.4,"Communication, Excel, Finance, M&A",Investment Banker
B.Com,Operations,6.66,"ERP, Lean, Operations Management, Process Improvement, Six Sigma, Supply Chain, Teamwork",Operations Manager
B.Tech,Production,6.65,"AutoCAD, Construction, Git, Project Management, STAAD.Pro, Structural Analysis, Surveying",Civil Engineer
B.Des,Design,7.04,"Game Design, Unity, Unreal Engine",Game Developer
MBA,Business Administration,7.8,"Content Marketing, PPC, SEO, Social Media",Digital Marketing Specialist
B.Com,Human Resources,7.14,"Agile, Docker, Product Strategy, Roadmapping, Stakeholder Management, User Stories",Product Manager
Diploma,English,7.77,"Figma, Prototyping, User Research, Wireframing",Ux/Ui Designer
B.Tech,Data Science,7.72,"Backup & Recovery, MySQL, NoSQL, Performance Tuning, PostgreSQL, SQL",Database Administrator
B.Tech,Data Science,6.73," Process Modeling,  SQL, Pandas, Power BI, SQL",Data Analyst
B.E.,Data Science,5.79,"AWS, CI/CD, Docker, Kubernetes, Linux, Terraform",Cloud Engineer
M.Tech,Computer Science,8,"Docker, GCP, Kubernetes, Teamwork",Cloud Engineer
B.Sc,Mathematics,6.16,"Backup & Recovery, MySQL, NoSQL, Performance Tuning, PostgreSQL, Problem Solving, SQL",Database Administrator
B.A.,Business Administration,7.62,"Content Marketing, Google Analytics, PPC, SEM, SEO, Social Media",Digital Marketing Specialist
B.Sc,Mathematics,7.49,"MySQL, NoSQL, Performance Tuning, SQL",Database Administrator
B.Tech,AI & ML,8.15," Git,  SQL, Deep Learning, Machine Learning, Model Deployment, PyTorch, TensorFlow",AI Engineer
B.Sc,Computer Science,8.13,"CNC, Excel, SolidWorks, Statistics",Manufacturing Engineer
M.Tech,Computer Science,8.66,"CAD, Mechanics, Thermodynamics",Mechanical Engineer
M.Com,Finance,7.89," Pandas, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
B.Com,Business Administration,8.21," Statistics,  Tableau, Linux, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
B.Sc,Mechanical,9.16," CSS,  Model Deployment,  MongoDB,  PyTorch, C++, Git, Java, Python",Software Engineer
BBA,Finance,6.04," SQL,  Statistics, Process Modeling, Stakeholder Management, UML",Business Analyst
B.Sc,Game Design,7.52,"Content Strategy, Copywriting, Editing, Research, WordPress",Content Writer
B.Tech,Structural,5.99,"Circuit Design, Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.Tech,Mechanical,9.35," CSS,  Deep Learning,  Python, C++, Data Structures, Linux, Node.js, SQL",Software Engineer
M.Com,Finance,7.27,"Employee Engagement, HR Policies, Labor Laws, Performance Management, Recruitment",Hr Manager
M.Tech,Information Technology,8.28," Git, Linux, Pandas, Power BI, Python, SQL, Stakeholder Management, Statistics, Tableau",Data Analyst
B.E.,Data Science,6.92,"LaTeX, Python, Research Methods, Statistics",Research Scientist
M.Tech,Civil,7.58,"AutoCAD, Construction, STAAD.Pro, Surveying",Civil Engineer
B.Tech,Computer Science,8.7,"AWS, CI/CD, Docker, Kubernetes, Linux, Terraform",Cloud Engineer
M.Sc,Computer Science,8.21,"Accounting, Communication, Excel, M&A, Valuation",Investment Banker
M.Tech,Networking,7.59,"Cisco, Linux, Network Monitoring, Routing, Switching, TCP/IP",Network Administrator
M.Com,Human Resources,6.85," SQL, Git, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, Tableau, UML",Business Analyst
Diploma,English,7.07,"Adobe Photoshop, Branding, Figma, InDesign, Linux, Typography, UI Design",Graphic Designer
B.E.,AI & ML,8.39," Stakeholder Management, Data Visualization, Power BI, Process Modeling, Python, SQL, Statistics",Data Analyst
B.Tech,Civil,9.02,"ANSYS, Manufacturing, Thermodynamics",Mechanical Engineer
MBA,Marketing,7.62,"Communication, Market Research, SEO",Marketing Executive
BBA,Operations,6.22," Pandas,  Python, Process Modeling, Requirements Gathering, Stakeholder Management, UML",Business Analyst
B.E.,Mechanical,7.72,"ANSYS, MATLAB, Manufacturing, Thermodynamics",Mechanical Engineer
B.Tech,Structural,7.02,"Circuit Design, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.Tech,Statistics,7.52," Linux,  Python, Linux, NLP, PyTorch, Python, TensorFlow",AI Engineer
M.Tech,Civil,7.15,"Circuit Design, Embedded Systems, Git, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.Tech,Electronics,6.14,"Materials, Matlab, Mechanics",Mechanical Engineer
MBA,Civil,7.84,"CAD, Materials, Matlab, SolidWorks, Thermodynamics",Mechanical Engineer
B.A.,Design,7.11,"Branding, Communication, Figma, Illustrator, UI Design",Graphic Designer
Diploma,English,7.31,"3D Modeling, C#, Game Design, Linux, Shader Programming, Unity",Game Developer
B.E.,Structural,6.54,"AutoCAD, Project Management, Structural Analysis, Surveying",Civil Engineer
B.Sc,Game Design,7.48,"3D Modeling, Shader Programming, Unreal Engine",Game Developer
B.E.,Mechanical,8.9,"Circuit Design, Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.Com,Law,5.86,"Contract Law, Drafting, Legal Research, Negotiation, Teamwork",Legal Advisor
LLM,Law,7.54,"Compliance, Drafting, Negotiation",Legal Advisor
B.Tech,Production,7.5,"Circuit Design, Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
B.Sc,Mechanical,9.69,"C, C++, RTOS, Verilog",Embedded Systems Engineer
BBA,Law,6.53,"Compliance, Drafting, Negotiation",Legal Advisor
B.Tech,Production,6.35,"AutoCAD, Project Management, Structural Analysis",Civil Engineer
B.Tech,Computer Science,7.66,"Data Analysis, Experiment Design, LaTeX, Python, Statistics",Research Scientist
M.Com,Business Administration,8.19,"Employee Engagement, HR Policies, Labor Laws, Performance Management, Recruitment",Hr Manager
B.Tech,Business,9.54,"Accounting, Excel, M&A, Valuation",Investment Banker
Diploma,Electrical,7.85,"Circuit Design, Embedded Systems, MATLAB, PCB Design, Power Systems, Problem Solving",Electrical Engineer
B.Tech,Electronics,8.09,"Accounting, Excel, Python, Statistics",Financial Analyst
B.Sc,Civil,9.13,"Materials, Matlab, SolidWorks, Thermodynamics",Mechanical Engineer
B.A.,Mass Communication,7.28,"Google Analytics, PPC, SEO, Social Media",Digital Marketing Specialist
BBA,Mass Communication,6.82,"Content Marketing, Google Analytics, PPC, SEM, Social Media",Digital Marketing Specialist
M.Tech,Civil,7.46,"C++, Electronics, Microcontrollers, SQL",Embedded Systems Engineer
B.Tech,Electrical,8.38,"Circuit Design, Embedded Systems, MATLAB, PCB Design, Power Systems",Electrical Engineer
MBA,Electronics,6.05,"CNC, Electronics, Excel, Lean Manufacturing, Matlab, SolidWorks",Manufacturing Engineer
B.Sc,Electronics,7.62,"Communication, Excel, Python, Statistics",Financial Analyst
M.Sc,Data Science,7.64,"LaTeX, Python, Statistics",Research Scientist
MBA,Business Administration,7.96,"Content Marketing, Google Analytics, PPC, SEM, SEO",Digital Marketing Specialist
MBA,Finance,6.95,"Accounting, Bloomberg, Excel, Financial Modeling, Power BI, Valuation",Financial Analyst
B.Sc,Information Technology,7.73,"Azure, Docker, Kubernetes, Linux",Cloud Engineer
B.A.,Journalism,7.63,"Adobe Photoshop, Branding, InDesign, Typography, UI Design",Graphic Designer
B.Tech,Structural,7,"AutoCAD, Construction, Problem Solving, Project Management, STAAD.Pro, Structural Analysis",Civil Engineer
MBA,Civil,9.33,"CNC, Excel, SolidWorks",Manufacturing Engineer
B.Sc,Mechanical,9.52,"CAD, Materials, Matlab, SolidWorks, Thermodynamics",Mechanical Engineer
B.Sc,Finance,6.1,"AutoCAD, Excel, Lean Manufacturing, Matlab",Manufacturing Engineer
B.Tech,Networking,6.22,"Communication, Linux, Network Monitoring, Routing, TCP/IP",Network Administrator
M.Tech,Finance,8.58,"Accounting, Communication, Finance, M&A, Valuation",Investment Banker
B.Sc,Journalism,8.72,"3D Modeling, C++, Game Design, Unity, Unreal Engine",Game Developer
M.Tech,Production,6.46,"ANSYS, CAD, MATLAB, SolidWorks",Mechanical Engineer
Diploma,Design,6.73,"Content Strategy, Editing, Research, SEO, WordPress",Content Writer
B.Des,English,8.7,"Content Strategy, Copywriting, Problem Solving, Research, SEO, WordPress",Content Writer
B.Sc,Game Design,6.97,"Content Strategy, Copywriting, Editing, Research, SEO, WordPress",Content Writer
Diploma,Networking,7.66,"CSS, HTML, MongoDB, Node.js, REST APIs",Web Developer
B.A.,Design,7.65,"Figma, Sketch, Usability Testing, Wireframing",Ux/Ui Designer
Diploma,Game Design,8.02,"Adobe Photoshop, Branding, Illustrator, InDesign, Teamwork, Typography, UI Design",Graphic Designer
MBA,Mechanical,7.34,"C, C++, Electronics, Excel, RTOS",Embedded Systems Engineer
B.Tech,Business Administration,8.93," Pandas,  Tableau, Process Modeling, Requirements Gathering, SQL, Stakeholder Management, UML",Business Analyst
Ph.D,Mathematics,7.94,"Data Analysis, Experiment Design, LaTeX, Python, Research Methods, Statistics",Research Scientist
B.E.,Electronics,8.16,"Firewall, Incident Response, Network Security, Penetration Testing, Python, SIEM",Cybersecurity Analyst
BBA,Business Administration,7.42,"Campaign Management, Communication, Market Research, SEO, Social Media",Marketing Executive
B.Tech,Finance,6.79,"Accounting, Communication, M&A, Valuation",Investment Banker
B.Tech,AI & ML,7.01," Java,  SQL, Deep Learning, Machine Learning, NLP, Problem Solving, PyTorch, Python, TensorFlow",AI Engineer
BBA,Business Administration,8.24,"Agile, Metrics, User Stories",Product Manager
B.Tech,Business,7.22," Python,  React, Data Structures, Java, Linux, Node.js, PyTorch, Python, SQL",Software Engineer
B.Sc,Pharmacy,6.39,"Clinical Knowledge, Drug Dispensing, Patient Counseling, Pharmacology",Pharmacist
B.Des,Animation,8.52,"3D Modeling, C#, C++, Communication, Game Design, Unity, Unreal Engine",Game Developer
B.Tech,Operations,7.04,"Accounting, Bloomberg, Excel, Financial Modeling, Power BI, SQL, Valuation",Financial Analyst
MBA,Business Administration,8.83,"Agile, Metrics, Product Strategy, Roadmapping, Stakeholder Management, User Stories",Product Manager
